"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000004487",1320.79415228294,0.309634234745033,0.35372922534612,0.875342529139512,0.38138756010617,0.612644564767125
"ENSG00000004534",1389.12285495881,-0.528928902963592,0.394760319051094,-1.33987353195733,0.180286464452223,0.391521178311294
"ENSG00000004660",242.732552379918,0.470093399373222,0.571104962514371,0.823129600036338,0.410434297768044,0.639044159017944
"ENSG00000004700",428.15250208348,0.866851339299928,0.367456583432699,2.35905785440553,0.0183213991744919,0.0833790759014627
"ENSG00000004766",366.205186182291,-0.237016828670969,0.464791419556991,-0.509942349832701,0.610091851159578,0.790800367378356
"ENSG00000004776",99.3026490035705,0.163650222886328,0.561251188064907,0.291581071659846,0.770606949468833,0.88620473621744
"ENSG00000004777",116.674831531516,0.341981909517107,0.398115465843201,0.859001819466611,0.390339512187624,0.620751313959826
"ENSG00000004779",876.155285494316,0.227673551455822,0.327716185612028,0.694727820753281,0.487225889605864,0.702349322323674
"ENSG00000004799",578.068260357744,-2.13296693540561,0.533247570401371,-3.99995621883499,6.33542031787901e-05,0.00100621381519255
"ENSG00000004809",1.94172449477946,0.683108739691037,1.6534871646789,0.413132169564614,0.679509781252284,NA
"ENSG00000004838",8.33827287923261,0.639690849981979,0.717886353359751,0.89107537284723,0.372888735803712,0.60475907040987
"ENSG00000004846",7.66858800452595,-2.98345348329678,1.38686426142365,-2.1512224132405,0.031458648769669,0.123120581075533
"ENSG00000004848",22.2396583447775,2.83515982041242,2.18103347473549,1.29991577536712,NA,NA
"ENSG00000004864",642.196943086542,0.0439968532302915,0.353543364534141,0.124445422100527,0.90096261120135,0.955705993583693
"ENSG00000004866",232.241911084608,0.941654864894721,0.334979117461733,2.81108527609126,0.00493746977531818,0.0312115231788074
"ENSG00000004897",737.132609278327,0.401518107091539,0.313554105033944,1.28053851199962,0.200355809273883,0.416899209438689
"ENSG00000004948",2.18227190776318,0.718242344160511,1.68709784362748,0.425726549810648,0.670307113553276,NA
"ENSG00000004961",509.709062394482,-0.0140078517906323,0.271881417575317,-0.0515219168546221,0.958909637917685,0.982293498695245
"ENSG00000004975",464.499045224091,0.108250666246256,0.300384117665007,0.360374133918022,0.718567367132031,0.856409720627798
"ENSG00000005001",177.778800087996,3.32791107789724,0.627106819863752,5.30676907423886,1.11585395818224e-07,4.86581449463982e-06
"ENSG00000005007",2511.60809183317,0.679916807942262,0.26558738708645,2.56004931333936,0.0104657311409196,0.0554137875917642
"ENSG00000005020",698.006061280627,-1.57672347011008,0.532866117937317,-2.95894863087458,0.00308690553500316,0.0219570220479655
"ENSG00000005022",8656.99336132757,-0.0904199112017977,0.430105160746155,-0.210227450061132,0.833490156198363,0.923154355246128
"ENSG00000005059",156.018653077572,-0.106309830655502,0.432108047815762,-0.246026037221204,0.805662077055259,0.907613142361634
"ENSG00000005073",72.9139626345679,-0.349433822058605,1.16345654998986,-0.300341101746904,0.763916984838871,0.88389591342526
"ENSG00000005075",470.800191308691,0.441115889258806,0.452381701997342,0.975096665738699,0.329512312393787,0.563921826628596
"ENSG00000005100",438.556354296079,0.375687442014764,0.41703593509078,0.900851486414435,0.367667288380757,0.599943890552588
"ENSG00000005102",41.4463023029512,-0.095323749971959,0.5664604239632,-0.168279628972194,0.866363299048563,0.939430083305671
"ENSG00000005108",46.6051034831246,-0.0847437383725697,0.645362539829838,-0.131311833492712,0.895528631074475,0.952428341763549
"ENSG00000005156",517.703070025165,0.649331699901572,0.404394809848512,1.60568752142198,0.108342584423584,0.283350388245918
